ubigeo,ambito,nombre,provincia,departamento,razon,actas_pct,donor_ubigeo,donor_nombre,scope
010117,1,Quinjalca,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010107+010105+010102,Granada+Chiliquin+Asunción,"centroide (5.8 km, 6.7 km, 7.5 km)"
010602,1,Río Santiago,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010601+010206+150706,Nieva+Imaza+Pastaza,"centroide (65.1 km, 140.4 km, 148.0 km)"
010603,1,El Cenepa,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010601+010206+061106,Nieva+Imaza+San José De Lourdes,"centroide (36.0 km, 80.0 km, 110.4 km)"
010412,1,Ocalli,Luya,Amazonas,0% actas contabilizadas,0.0,010402+010423+010413,Camporredondo+Providencia+Ocumal,"centroide (6.4 km, 7.4 km, 8.1 km)"
010505,1,Limabamba,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010511+010503+010510,Totora+Chirimoto+Santa Rosa,"centroide (3.1 km, 6.8 km, 6.9 km)"
010501,1,San Nicolás,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010506,Mariscal Benavides+Santa Rosa+Longar,"centroide (2.7 km, 7.1 km, 7.2 km)"
020405,1,Ataquero,Carhuaz,Áncash,0% actas contabilizadas,0.0,021502+021507+020401,Cascapara+Shupluy+Carhuaz,"centroide (4.9 km, 5.0 km, 5.4 km)"
020410,1,Tinco,Carhuaz,Áncash,0% actas contabilizadas,0.0,020401+020403+021507,Carhuaz+Amashca+Shupluy,"centroide (3.6 km, 4.9 km, 6.3 km)"
022002,1,Cajamarquilla,Ocros,Áncash,0% actas contabilizadas,0.0,020322+020317+020324,Canis+San Miguel De Corpanqui+La Primavera,"centroide (3.7 km, 7.7 km, 8.3 km)"
022007,1,Ocros,Ocros,Áncash,0% actas contabilizadas,0.0,022001+022009+022004,Acas+San Pedro+Cochas,"centroide (9.6 km, 10.5 km, 15.1 km)"
022005,1,Congas,Ocros,Áncash,0% actas contabilizadas,0.0,022009+020310+022001,San Pedro+Huayllacayan+Acas,"centroide (6.2 km, 10.3 km, 18.3 km)"
022006,1,Llipa,Ocros,Áncash,0% actas contabilizadas,0.0,020322+020324+020313,Canis+La Primavera+Mangas,"centroide (6.4 km, 9.6 km, 9.9 km)"
022008,1,San Cristóbal De Rajan,Ocros,Áncash,0% actas contabilizadas,0.0,020322+020317+020324,Canis+San Miguel De Corpanqui+La Primavera,"centroide (7.7 km, 11.6 km, 11.8 km)"
022010,1,Santiago De Chilcas,Ocros,Áncash,0% actas contabilizadas,0.0,022001+022004+022003,Acas+Cochas+Carhuapampa,"centroide (4.7 km, 12.6 km, 15.0 km)"
021304,1,Moro,Santa,Áncash,0% actas contabilizadas,0.0,021305+020706+021505,Nepeña+Pamparomas+Quillo,"centroide (19.8 km, 23.3 km, 26.2 km)"
021302,1,Caceres Del Perú,Santa,Áncash,0% actas contabilizadas,0.0,020706+021303+020710,Pamparomas+Macate+Santo Toribio,"centroide (18.4 km, 29.3 km, 29.6 km)"
030308,1,Pampachiri,Andahuaylas,Apurímac,0% actas contabilizadas,0.0,051107+051108+030314,San Pedro De Larcay+Soras+Pomacocha,"centroide (3.6 km, 10.3 km, 12.5 km)"
030706,1,Huaccana,Chincheros,Apurímac,0% actas contabilizadas,0.0,030702+030710+030701,Ongoy+El Porvenir+Chincheros,"centroide (2.8 km, 10.4 km, 14.9 km)"
030709,1,Rocchacc,Chincheros,Apurímac,0% actas contabilizadas,0.0,030710+030703+030702,El Porvenir+Ocobamba+Ongoy,"centroide (4.9 km, 6.3 km, 8.5 km)"
040116,1,San Juan De Tarucani,Arequipa,Arequipa,0% actas contabilizadas,0.0,170210+170206+040214,Ubinas+Lloque+San Antonio De Chuca,"centroide (31.5 km, 37.9 km, 38.5 km)"
050310,1,Canayre,Huanta,Ayacucho,0% actas contabilizadas,0.0,110709+050309+050308,Vizcatán Del Ene+Llochegua+Sivia,"centroide (10.7 km, 19.0 km, 31.2 km)"
050407,1,Luis Carranza,La Mar,Ayacucho,0% actas contabilizadas,0.0,050404+050111+050113,Chilcas+Acocro+Ocros,"centroide (6.6 km, 16.0 km, 18.1 km)"
050908,1,Independencia,Vilcas Huamán,Ayacucho,0% actas contabilizadas,0.0,050903+050708+050704,Accomarca+Hualla+Canaria,"centroide (6.5 km, 8.0 km, 8.4 km)"
060202,1,Cachachi,Cajabamba,Cajamarca,0% actas contabilizadas,0.0,061205+061201+061207,Eduardo Villanueva+Pedro Gálvez+Chancay,"centroide (15.4 km, 16.6 km, 17.4 km)"
060201,1,Cajabamba,Cajabamba,Cajamarca,0% actas contabilizadas,0.0,120305+061205+120301,Marcabal+Eduardo Villanueva+Huamachuco,"centroide (9.3 km, 19.9 km, 20.9 km)"
060205,1,Sitacocha,Cajabamba,Cajamarca,0% actas contabilizadas,0.0,061205+061204+120305,Eduardo Villanueva+José Manuel Quiróz+Marcabal,"centroide (18.7 km, 20.8 km, 21.9 km)"
060102,1,Asunción,Cajamarca,Cajamarca,0% actas contabilizadas,0.0,060112+060106+060109,San Juan+Jesús+Magdalena,"centroide (4.4 km, 17.6 km, 17.6 km)"
050905,1,Concepción,Vilcas Huamán,Ayacucho,0% actas contabilizadas,0.0,030711+050902+050901,Los Chankas+Vischongo+Vilcas Huamán,"centroide (12.3 km, 14.4 km, 15.8 km)"
060302,1,Cortegana,Celendín,Cajamarca,0% actas contabilizadas,0.0,060612+060605+060619,Paccha+Chadín+Chalamarca,"centroide (10.6 km, 11.0 km, 16.7 km)"
060303,1,Chumuch,Celendín,Cajamarca,0% actas contabilizadas,0.0,060312+010414+010403,La Libertad De Pallán+Pisuquia+Cocabamba,"centroide (16.2 km, 20.5 km, 21.6 km)"
060301,1,Celendín,Celendín,Cajamarca,0% actas contabilizadas,0.0,060310+060311+060304,Sucre+Utco+Huasmín,"centroide (8.5 km, 9.4 km, 11.7 km)"
060305,1,Jorge Chávez,Celendín,Cajamarca,0% actas contabilizadas,0.0,060310+060311+010103,Sucre+Utco+Balsas,"centroide (4.8 km, 5.9 km, 14.1 km)"
060306,1,José Gálvez,Celendín,Cajamarca,0% actas contabilizadas,0.0,060310+060311+060309,Sucre+Utco+Sorochuco,"centroide (1.9 km, 8.3 km, 13.6 km)"
060203,1,Condebamba,Cajabamba,Cajamarca,0% actas contabilizadas,0.0,061205+120305+061207,Eduardo Villanueva+Marcabal+Chancay,"centroide (13.8 km, 15.2 km, 21.5 km)"
060103,1,Cospan,Cajamarca,Cajamarca,0% actas contabilizadas,0.0,060112+121104+060109,San Juan+Sayapullo+Magdalena,"centroide (15.9 km, 20.6 km, 23.5 km)"
060618,1,Choropampa,Chota,Cajamarca,0% actas contabilizadas,0.0,060605+060612+060607,Chadín+Paccha+Chimbán,"centroide (11.2 km, 14.1 km, 15.2 km)"
060308,1,Oxamarca,Celendín,Cajamarca,0% actas contabilizadas,0.0,060310+060311+120204,Sucre+Utco+Longotea,"centroide (13.3 km, 16.2 km, 21.6 km)"
060307,1,Miguel Iglesias,Celendín,Cajamarca,0% actas contabilizadas,0.0,060312+060304+010403,La Libertad De Pallán+Huasmín+Cocabamba,"centroide (9.9 km, 20.9 km, 25.4 km)"
060616,1,Tocmoche,Chota,Cajamarca,0% actas contabilizadas,0.0,060611+060617+130202,Miracosta+San Juan De Licupis+Incahuasi,"centroide (8.6 km, 13.2 km, 20.3 km)"
060702,1,Chugur,Hualgayoc,Cajamarca,0% actas contabilizadas,0.0,060905+060910+060909,Ninabamba+Andabamba+Yauyucan,"centroide (5.9 km, 8.7 km, 8.9 km)"
060808,1,San Felipe,Jaén,Cajamarca,0% actas contabilizadas,0.0,060807+060805+060804,Sallique+Pomahuaca+Chontalí,"centroide (12.5 km, 20.2 km, 28.5 km)"
060901,1,Santa Cruz,Santa Cruz,Cajamarca,0% actas contabilizadas,0.0,060904+060911+060903,La Esperanza+Saucepampa+Chancaybaños,"centroide (6.5 km, 7.9 km, 10.1 km)"
070917,1,Cielo Punco,La Convención,Cusco,0% actas contabilizadas,0.0,070916,Kumpirushiato,provincia
070909,1,Kimbiri,La Convención,Cusco,0% actas contabilizadas,0.0,050403+050408+050308,Ayna+Santa Rosa+Sivia,"centroide (0.5 km, 9.5 km, 14.2 km)"
070918,1,Manitea,La Convención,Cusco,0% actas contabilizadas,0.0,070916,Kumpirushiato,provincia
070910,1,Pichari,La Convención,Cusco,0% actas contabilizadas,0.0,050308+050403+050309,Sivia+Ayna+Llochegua,"centroide (3.3 km, 12.4 km, 14.8 km)"
070919,1,Unión Asháninka,La Convención,Cusco,0% actas contabilizadas,0.0,070916,Kumpirushiato,provincia
070913,1,Villa Kintiarina,La Convención,Cusco,0% actas contabilizadas,0.0,050410+050409+050402,Anchihuay+Samugari+Anco,"centroide (8.5 km, 21.7 km, 24.9 km)"
070912,1,Villa Virgen,La Convención,Cusco,0% actas contabilizadas,0.0,050410+050402+050405,Anchihuay+Anco+Chungui,"centroide (17.2 km, 22.0 km, 27.1 km)"
070915,1,Megantoni,La Convención,Cusco,0% actas contabilizadas,0.0,250304+070908+070902,Sepahua+Quellouno+Echarate,"centroide (65.7 km, 110.3 km, 123.3 km)"
080511,1,Huachocolpa,Tayacaja,Huancavelica,0% actas contabilizadas,0.0,080525+080526+080519,Tintay Puncu+Salcahuasi+Salcabamba,"centroide (12.8 km, 18.2 km, 26.4 km)"
080533,1,Lambras,Tayacaja,Huancavelica,0% actas contabilizadas,0.0,080534,Cochabamba,provincia
080530,1,Roble,Tayacaja,Huancavelica,0% actas contabilizadas,0.0,080525+080529+050312,Tintay Puncu+Andaymarca+Pucacolpa,"centroide (9.3 km, 19.2 km, 22.7 km)"
