ubigeo,ambito,nombre,provincia,departamento,razon,actas_pct,donor_ubigeo,donor_nombre,scope
010103,1,Balsas,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010403+060304+010110,Cocabamba+Huasmín+Leimebamba,"centroide (24.7 km, 24.8 km, 27.8 km)"
010106,1,Chuquibamba,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,120204+120205+010110,Longotea+Ucuncha+Leimebamba,"centroide (12.3 km, 25.6 km, 25.9 km)"
010107,1,Granada,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010116+010102+010114,Olleros+Asunción+Molinopampa,"centroide (10.6 km, 12.3 km, 12.3 km)"
010603,1,El Cenepa,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010206+061106+010202,Imaza+San José De Lourdes+Aramango,"centroide (80.0 km, 110.4 km, 111.2 km)"
010117,1,Quinjalca,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010105+010102+010116,Chiliquin+Asunción+Olleros,"centroide (6.7 km, 7.5 km, 7.5 km)"
010601,1,Nieva,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010206+010202+060810,Imaza+Aramango+Santa Rosa,"centroide (79.0 km, 111.5 km, 121.7 km)"
010602,1,Río Santiago,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010206+150706+010202,Imaza+Pastaza+Aramango,"centroide (140.4 km, 148.0 km, 172.9 km)"
010412,1,Ocalli,Luya,Amazonas,0% actas contabilizadas,0.0,010402+010413+010405,Camporredondo+Ocumal+Conila,"centroide (6.4 km, 8.1 km, 16.2 km)"
010502,1,Cochamal,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (9.2 km, 15.3 km, 15.8 km)"
010504,1,Huambo,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (6.1 km, 9.3 km, 10.0 km)"
010506,1,Longar,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (4.7 km, 12.6 km, 14.5 km)"
010423,1,Providencia,Luya,Amazonas,0% actas contabilizadas,0.0,010413+010402+010405,Ocumal+Camporredondo+Conila,"centroide (3.7 km, 12.8 km, 18.8 km)"
010501,1,San Nicolás,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (2.7 km, 7.1 km, 10.9 km)"
010505,1,Limabamba,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010511+010503+010510,Totora+Chirimoto+Santa Rosa,"centroide (3.1 km, 6.8 km, 6.9 km)"
020405,1,Ataquero,Carhuaz,Áncash,0% actas contabilizadas,0.0,021502+021507+020401,Cascapara+Shupluy+Carhuaz,"centroide (4.9 km, 5.0 km, 5.4 km)"
020410,1,Tinco,Carhuaz,Áncash,0% actas contabilizadas,0.0,020401+020403+021507,Carhuaz+Amashca+Shupluy,"centroide (3.6 km, 4.9 km, 6.3 km)"
022002,1,Cajamarquilla,Ocros,Áncash,0% actas contabilizadas,0.0,020322+020317+020324,Canis+San Miguel De Corpanqui+La Primavera,"centroide (3.7 km, 7.7 km, 8.3 km)"
022005,1,Congas,Ocros,Áncash,0% actas contabilizadas,0.0,022009+020310+022001,San Pedro+Huayllacayan+Acas,"centroide (6.2 km, 10.3 km, 18.3 km)"
022006,1,Llipa,Ocros,Áncash,0% actas contabilizadas,0.0,020322+020324+020313,Canis+La Primavera+Mangas,"centroide (6.4 km, 9.6 km, 9.9 km)"
022007,1,Ocros,Ocros,Áncash,0% actas contabilizadas,0.0,022001+022009+022004,Acas+San Pedro+Cochas,"centroide (9.6 km, 10.5 km, 15.1 km)"
021004,1,Huacaschuque,Pallasca,Áncash,0% actas contabilizadas,0.0,021002+021001+021003,Bolognesi+Cabana+Conchucos,"centroide (7.0 km, 9.6 km, 17.2 km)"
021007,1,Llapo,Pallasca,Áncash,0% actas contabilizadas,0.0,021010+020603+020607,Santa Rosa+Bambas+Yupan,"centroide (3.2 km, 11.0 km, 13.8 km)"
021008,1,Pallasca,Pallasca,Áncash,0% actas contabilizadas,0.0,021002+021001+021003,Bolognesi+Cabana+Conchucos,"centroide (12.2 km, 15.6 km, 16.2 km)"
022008,1,San Cristóbal De Rajan,Ocros,Áncash,0% actas contabilizadas,0.0,020322+020317+020324,Canis+San Miguel De Corpanqui+La Primavera,"centroide (7.7 km, 11.6 km, 11.8 km)"
