ubigeo,ambito,nombre,provincia,departamento,razon,actas_pct,donor_ubigeo,donor_nombre,scope
010103,1,Balsas,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010403+060304+010420,Cocabamba+Huasmín+Santo Tomás,"centroide (24.7 km, 24.8 km, 33.9 km)"
010106,1,Chuquibamba,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010115+010403+010420,Montevideo+Cocabamba+Santo Tomás,"centroide (35.7 km, 39.4 km, 40.3 km)"
010107,1,Granada,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010102+010114+010105,Asunción+Molinopampa+Chiliquin,"centroide (12.3 km, 12.3 km, 12.4 km)"
010110,1,Leimebamba,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010115+010420+010418,Montevideo+Santo Tomás+San Juan De Lopecancha,"centroide (9.9 km, 16.5 km, 24.3 km)"
010113,1,Mariscal Castilla,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010115+010420+010109,Montevideo+Santo Tomás+La Jalca,"centroide (2.7 km, 6.8 km, 12.2 km)"
010116,1,Olleros,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010102+010105+010307,Asunción+Chiliquin+Recta,"centroide (3.9 km, 9.1 km, 17.1 km)"
010117,1,Quinjalca,Chachapoyas,Amazonas,0% actas contabilizadas,0.0,010105+010102+010114,Chiliquin+Asunción+Molinopampa,"centroide (6.7 km, 7.5 km, 13.1 km)"
010603,1,El Cenepa,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010206+061106+010202,Imaza+San José De Lourdes+Aramango,"centroide (80.0 km, 110.4 km, 111.2 km)"
010601,1,Nieva,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010206+010202+060810,Imaza+Aramango+Santa Rosa,"centroide (79.0 km, 111.5 km, 121.7 km)"
010602,1,Río Santiago,Condorcanqui,Amazonas,0% actas contabilizadas,0.0,010206+010202+061106,Imaza+Aramango+San José De Lourdes,"centroide (140.4 km, 172.9 km, 175.9 km)"
010402,1,Camporredondo,Luya,Amazonas,0% actas contabilizadas,0.0,010413+010405+010410,Ocumal+Conila+Luya Viejo,"centroide (14.3 km, 20.6 km, 27.7 km)"
010412,1,Ocalli,Luya,Amazonas,0% actas contabilizadas,0.0,010413+010405+010410,Ocumal+Conila+Luya Viejo,"centroide (8.1 km, 16.2 km, 23.4 km)"
010423,1,Providencia,Luya,Amazonas,0% actas contabilizadas,0.0,010413+010405+010414,Ocumal+Conila+Pisuquia,"centroide (3.7 km, 18.8 km, 23.9 km)"
010416,1,San Francisco Del Yeso,Luya,Amazonas,0% actas contabilizadas,0.0,010115+010420+010418,Montevideo+Santo Tomás+San Juan De Lopecancha,"centroide (3.4 km, 10.2 km, 17.6 km)"
010503,1,Chirimoto,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010507+010511+010510,Milpucc+Totora+Santa Rosa,"centroide (2.7 km, 4.6 km, 7.8 km)"
010502,1,Cochamal,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (9.2 km, 15.3 km, 15.8 km)"
010504,1,Huambo,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (6.1 km, 9.3 km, 10.0 km)"
010505,1,Limabamba,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010511+010510+010507,Totora+Santa Rosa+Milpucc,"centroide (3.1 km, 6.9 km, 6.9 km)"
010506,1,Longar,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (4.7 km, 12.6 km, 14.5 km)"
010501,1,San Nicolás,Rodríguez De Mendoza,Amazonas,0% actas contabilizadas,0.0,010508+010510+010511,Mariscal Benavides+Santa Rosa+Totora,"centroide (2.7 km, 7.1 km, 10.9 km)"
010705,1,Jamalca,Utcubamba,Amazonas,0% actas contabilizadas,0.0,010702+010701+010309,Cajaruro+Bagua Grande+Shipasbamba,"centroide (27.3 km, 27.5 km, 28.5 km)"
010706,1,Lonya Grande,Utcubamba,Amazonas,0% actas contabilizadas,0.0,010707+060503+060505,Yamon+Cujillo+La Ramada,"centroide (12.8 km, 16.8 km, 24.3 km)"
020205,1,Huacllan,Aija,Áncash,0% actas contabilizadas,0.0,020203+020201+021903,Coris+Aija+Huayan,"centroide (5.4 km, 7.4 km, 9.3 km)"
020208,1,Succha,Aija,Áncash,0% actas contabilizadas,0.0,020201+020203+021903,Aija+Coris+Huayan,"centroide (6.4 km, 7.6 km, 8.7 km)"
020304,1,Aquia,Bolognesi,Áncash,0% actas contabilizadas,0.0,020311+020301+020320,Huasta+Chiquian+Ticllos,"centroide (5.4 km, 8.7 km, 20.5 km)"
020325,1,Huallanca,Bolognesi,Áncash,0% actas contabilizadas,0.0,090317+090322+090314,Ripán+Sillapata+Pachas,"centroide (17.1 km, 24.2 km, 28.4 km)"
020324,1,La Primavera,Bolognesi,Áncash,0% actas contabilizadas,0.0,020302+020322+020317,Abelardo Pardo Lezameta+Canis+San Miguel De Corpanqui,"centroide (4.7 km, 4.8 km, 9.8 km)"
020313,1,Mangas,Bolognesi,Áncash,0% actas contabilizadas,0.0,020322+020302+020317,Canis+Abelardo Pardo Lezameta+San Miguel De Corpanqui,"centroide (7.9 km, 9.1 km, 14.1 km)"
020315,1,Pacllon,Bolognesi,Áncash,0% actas contabilizadas,0.0,020302+020301+020320,Abelardo Pardo Lezameta+Chiquian+Ticllos,"centroide (10.9 km, 13.0 km, 13.2 km)"
020405,1,Ataquero,Carhuaz,Áncash,0% actas contabilizadas,0.0,021502+021507+020401,Cascapara+Shupluy+Carhuaz,"centroide (4.9 km, 5.0 km, 5.4 km)"
020410,1,Tinco,Carhuaz,Áncash,0% actas contabilizadas,0.0,020401+020403+021507,Carhuaz+Amashca+Shupluy,"centroide (3.6 km, 4.9 km, 6.3 km)"
020103,1,Cochabamba,Huaraz,Áncash,0% actas contabilizadas,0.0,020505+020111+021505,Yautan+Pira+Quillo,"centroide (15.1 km, 19.2 km, 27.2 km)"
020104,1,Colcabamba,Huaraz,Áncash,0% actas contabilizadas,0.0,020111+020505+020206,Pira+Yautan+La Merced,"centroide (11.2 km, 22.6 km, 26.3 km)"
020105,1,Huanchay,Huaraz,Áncash,0% actas contabilizadas,0.0,020203+020111+021903,Coris+Pira+Huayan,"centroide (15.3 km, 20.0 km, 20.7 km)"
020107,1,La Libertad,Huaraz,Áncash,0% actas contabilizadas,0.0,020111+020206+020203,Pira+La Merced+Coris,"centroide (6.9 km, 17.8 km, 21.0 km)"
020109,1,Pampas Grande,Huaraz,Áncash,0% actas contabilizadas,0.0,020111+020203+020505,Pira+Coris+Yautan,"centroide (15.4 km, 21.8 km, 24.6 km)"
020110,1,Pariacoto,Huaraz,Áncash,0% actas contabilizadas,0.0,020505+020111+021505,Yautan+Pira+Quillo,"centroide (12.8 km, 20.2 km, 30.6 km)"
022002,1,Cajamarquilla,Ocros,Áncash,0% actas contabilizadas,0.0,020322+020317+020302,Canis+San Miguel De Corpanqui+Abelardo Pardo Lezameta,"centroide (3.7 km, 7.7 km, 8.4 km)"
022005,1,Congas,Ocros,Áncash,0% actas contabilizadas,0.0,022009+020310+022001,San Pedro+Huayllacayan+Acas,"centroide (6.2 km, 10.3 km, 18.3 km)"
022006,1,Llipa,Ocros,Áncash,0% actas contabilizadas,0.0,020322+020302+020317,Canis+Abelardo Pardo Lezameta+San Miguel De Corpanqui,"centroide (6.4 km, 11.5 km, 12.0 km)"
022007,1,Ocros,Ocros,Áncash,0% actas contabilizadas,0.0,022001+022009+022004,Acas+San Pedro+Cochas,"centroide (9.6 km, 10.5 km, 15.1 km)"
022008,1,San Cristóbal De Rajan,Ocros,Áncash,0% actas contabilizadas,0.0,020322+020317+022003,Canis+San Miguel De Corpanqui+Carhuapampa,"centroide (7.7 km, 11.6 km, 12.6 km)"
022010,1,Santiago De Chilcas,Ocros,Áncash,0% actas contabilizadas,0.0,022001+022004+022003,Acas+Cochas+Carhuapampa,"centroide (4.7 km, 12.6 km, 15.0 km)"
021004,1,Huacaschuque,Pallasca,Áncash,0% actas contabilizadas,0.0,021002+021001+021003,Bolognesi+Cabana+Conchucos,"centroide (7.0 km, 9.6 km, 17.2 km)"
021005,1,Huandoval,Pallasca,Áncash,0% actas contabilizadas,0.0,021001+021002+021003,Cabana+Bolognesi+Conchucos,"centroide (7.8 km, 8.6 km, 15.2 km)"
021006,1,Lacabamba,Pallasca,Áncash,0% actas contabilizadas,0.0,021003+021001+021002,Conchucos+Cabana+Bolognesi,"centroide (5.1 km, 19.1 km, 19.5 km)"
021007,1,Llapo,Pallasca,Áncash,0% actas contabilizadas,0.0,021010+020603+020607,Santa Rosa+Bambas+Yupan,"centroide (3.2 km, 11.0 km, 13.8 km)"
021008,1,Pallasca,Pallasca,Áncash,0% actas contabilizadas,0.0,021002+021001+021003,Bolognesi+Cabana+Conchucos,"centroide (12.2 km, 15.6 km, 16.2 km)"
021009,1,Pampas,Pallasca,Áncash,0% actas contabilizadas,0.0,021003+021002+021001,Conchucos+Bolognesi+Cabana,"centroide (9.4 km, 24.2 km, 25.3 km)"
021011,1,Tauca,Pallasca,Áncash,0% actas contabilizadas,0.0,021010+021001+021002,Santa Rosa+Cabana+Bolognesi,"centroide (7.2 km, 9.2 km, 13.4 km)"
021202,1,Cotaparaco,Recuay,Áncash,0% actas contabilizadas,0.0,021207+021902+021209,Tapacocha+Cochapeti+Llacllin,"centroide (2.8 km, 6.4 km, 9.2 km)"
021203,1,Huayllapampa,Recuay,Áncash,0% actas contabilizadas,0.0,021207+021204+021209,Tapacocha+Marca+Llacllin,"centroide (6.2 km, 7.8 km, 9.4 km)"
021302,1,Caceres Del Perú,Santa,Áncash,0% actas contabilizadas,0.0,020706+020710+021305,Pamparomas+Santo Toribio+Nepeña,"centroide (18.4 km, 29.6 km, 30.2 km)"
021303,1,Macate,Santa,Áncash,0% actas contabilizadas,0.0,020709+020603+020607,Yuracmarca+Bambas+Yupan,"centroide (17.5 km, 18.9 km, 19.2 km)"
021304,1,Moro,Santa,Áncash,0% actas contabilizadas,0.0,021305+020706+021505,Nepeña+Pamparomas+Quillo,"centroide (19.8 km, 23.3 km, 26.2 km)"
021401,1,Sihuas,Sihuas,Áncash,0% actas contabilizadas,0.0,021408+021409+021404,Cashapampa+Ragash+Huayllabamba,"centroide (2.6 km, 4.6 km, 7.4 km)"
030105,1,Huanipaca,Abancay,Apurímac,0% actas contabilizadas,0.0,030108+030109+030101,San Pedro De Cachora+Tamburco+Abancay,"centroide (13.1 km, 15.8 km, 16.0 km)"
030303,1,Chiara,Andahuaylas,Apurímac,0% actas contabilizadas,0.0,051110+051103+051102,Chilcayoc+Chalcos+Belén,"centroide (6.5 km, 9.4 km, 11.6 km)"
030319,1,Kaquiabamba,Andahuaylas,Apurímac,0% actas contabilizadas,0.0,030302+030313+030310,Andarapa+Pacucha+San Jerónimo,"centroide (8.4 km, 10.5 km, 15.7 km)"
030308,1,Pampachiri,Andahuaylas,Apurímac,0% actas contabilizadas,0.0,051107+051108+030316,San Pedro De Larcay+Soras+Tumay Huaraca,"centroide (3.6 km, 10.3 km, 15.1 km)"
030314,1,Pomacocha,Andahuaylas,Apurímac,0% actas contabilizadas,0.0,051108+030317+030316,Soras+Huayana+Tumay Huaraca,"centroide (3.7 km, 4.2 km, 4.4 km)"
030318,1,San Miguel De Chaccrampa,Andahuaylas,Apurímac,0% actas contabilizadas,0.0,051105+051106+030317,Paico+Santiago De Paucaray+Huayana,"centroide (9.4 km, 9.8 km, 10.0 km)"
030401,1,Antabamba,Antabamba,Apurímac,0% actas contabilizadas,0.0,030404+030612+030402,Juan Espinoza Medrano+Virundo+El Oro,"centroide (8.1 km, 24.7 km, 26.1 km)"
030403,1,Huaquirca,Antabamba,Apurímac,0% actas contabilizadas,0.0,030404+030402+030612,Juan Espinoza Medrano+El Oro+Virundo,"centroide (10.1 km, 22.8 km, 25.1 km)"
030405,1,Oropesa,Antabamba,Apurímac,0% actas contabilizadas,0.0,030604+030610+030609,Mamara+Turpay+San Antonio,"centroide (4.6 km, 7.3 km, 12.0 km)"
030406,1,Pachaconas,Antabamba,Apurímac,0% actas contabilizadas,0.0,030402+030212+030203,El Oro+Tapairihua+Caraybamba,"centroide (4.8 km, 16.2 km, 23.2 km)"
030407,1,Sabaino,Antabamba,Apurímac,0% actas contabilizadas,0.0,030404+030402+030203,Juan Espinoza Medrano+El Oro+Caraybamba,"centroide (13.2 km, 16.8 km, 24.3 km)"
030207,1,Ihuayllo,Aymaraes,Apurímac,0% actas contabilizadas,0.0,030202+030211+030212,Capaya+Soraya+Tapairihua,"centroide (6.0 km, 6.2 km, 13.8 km)"
030217,1,Justo Apu Sahuaraura,Aymaraes,Apurímac,0% actas contabilizadas,0.0,030212+030402+030211,Tapairihua+El Oro+Soraya,"centroide (3.7 km, 14.2 km, 15.3 km)"
030209,1,Pocohuanca,Aymaraes,Apurímac,0% actas contabilizadas,0.0,030402+030212+030201,El Oro+Tapairihua+Chalhuanca,"centroide (3.3 km, 10.3 km, 19.0 km)"
030216,1,San Juan De Chacña,Aymaraes,Apurímac,0% actas contabilizadas,0.0,030213+030208+030204,Tintay+Lucre+Colcabamba,"centroide (3.9 km, 5.5 km, 12.0 km)"
030210,1,Sañayca,Aymaraes,Apurímac,0% actas contabilizadas,0.0,030211+030202+030201,Soraya+Capaya+Chalhuanca,"centroide (5.6 km, 10.0 km, 14.9 km)"
030214,1,Toraya,Aymaraes,Apurímac,0% actas contabilizadas,0.0,030204+030202+030211,Colcabamba+Capaya+Soraya,"centroide (6.7 km, 7.8 km, 12.6 km)"
030215,1,Yanaca,Aymaraes,Apurímac,0% actas contabilizadas,0.0,030212+030402+030201,Tapairihua+El Oro+Chalhuanca,"centroide (9.6 km, 11.1 km, 11.9 km)"
030704,1,Cocharcas,Chincheros,Apurímac,0% actas contabilizadas,0.0,030707+030701+030705,Uranmarca+Chincheros+Anco Huallo,"centroide (10.4 km, 10.5 km, 11.6 km)"
030706,1,Huaccana,Chincheros,Apurímac,0% actas contabilizadas,0.0,030702+030710+030701,Ongoy+El Porvenir+Chincheros,"centroide (2.8 km, 10.4 km, 14.9 km)"
030709,1,Rocchacc,Chincheros,Apurímac,0% actas contabilizadas,0.0,030710+030703+030702,El Porvenir+Ocobamba+Ongoy,"centroide (4.9 km, 6.3 km, 8.5 km)"
030607,1,Progreso,Grau,Apurímac,0% actas contabilizadas,0.0,030614+030606+030611,Curasco+Micaela Bastidas+Vilcabamba,"centroide (9.9 km, 15.6 km, 16.0 km)"
040115,1,San Juan De Siguas,Arequipa,Arequipa,0% actas contabilizadas,0.0,040220+040106+040211,Majes+La Joya+Lluta,"centroide (12.7 km, 34.2 km, 38.7 km)"
040116,1,San Juan De Tarucani,Arequipa,Arequipa,0% actas contabilizadas,0.0,170210+170206+040214,Ubinas+Lloque+San Antonio De Chuca,"centroide (31.5 km, 37.9 km, 38.5 km)"
040117,1,Santa Isabel De Siguas,Arequipa,Arequipa,0% actas contabilizadas,0.0,040220+040106+040211,Majes+La Joya+Lluta,"centroide (16.2 km, 32.0 km, 35.1 km)"
040118,1,Santa Rita De Sihuas,Arequipa,Arequipa,0% actas contabilizadas,0.0,040220+040106+040307,Majes+La Joya+Quilca,"centroide (22.5 km, 30.5 km, 43.1 km)"
040122,1,Vitor,Arequipa,Arequipa,0% actas contabilizadas,0.0,040106+040121+040125,La Joya+Uchumayo+Yura,"centroide (13.4 km, 28.4 km, 34.5 km)"
040402,1,Acari,Caravelí,Arequipa,0% actas contabilizadas,0.0,040411+040404+050525,Lomas+Atiquipa+Santa Lucía,"centroide (29.3 km, 48.4 km, 51.8 km)"
040403,1,Atico,Caravelí,Arequipa,0% actas contabilizadas,0.0,040303+040401+040608,Mariano Nicolás Valcarcel+Caravelí+Río Grande,"centroide (51.9 km, 55.7 km, 60.5 km)"
040405,1,Bella Unión,Caravelí,Arequipa,0% actas contabilizadas,0.0,040411+040404+050525,Lomas+Atiquipa+Santa Lucía,"centroide (24.6 km, 49.7 km, 54.5 km)"
040408,1,Chaparra,Caravelí,Arequipa,0% actas contabilizadas,0.0,040412+040407+040404,Quicacha+Chala+Atiquipa,"centroide (27.0 km, 30.8 km, 42.5 km)"
040409,1,Huanuhuanu,Caravelí,Arequipa,0% actas contabilizadas,0.0,040407+040412+040404,Chala+Quicacha+Atiquipa,"centroide (28.4 km, 31.6 km, 32.9 km)"
040410,1,Jaqui,Caravelí,Arequipa,0% actas contabilizadas,0.0,040404+040411+040407,Atiquipa+Lomas+Chala,"centroide (36.3 km, 44.8 km, 47.8 km)"
040413,1,Yauca,Caravelí,Arequipa,0% actas contabilizadas,0.0,040404+040411+040407,Atiquipa+Lomas+Chala,"centroide (23.0 km, 36.2 km, 37.5 km)"
040502,1,Andagua,Castilla,Arequipa,0% actas contabilizadas,0.0,040504+040503+040508,Chachas+Ayo+Machaguay,"centroide (9.2 km, 22.3 km, 23.3 km)"
040505,1,Chilcaymarca,Castilla,Arequipa,0% actas contabilizadas,0.0,040504+040506+040806,Chachas+Choco+Puyca,"centroide (26.5 km, 41.8 km, 42.2 km)"
040509,1,Orcopampa,Castilla,Arequipa,0% actas contabilizadas,0.0,040504+040506+040806,Chachas+Choco+Puyca,"centroide (27.6 km, 41.7 km, 43.8 km)"
